Category,Icon,Location,Refined_KR,Refined_EN,Original
Move,🚶,B4,이동 (6호선 망원 방면 승강장으로),Move (6Line  망원 Bound for 승강장으로),(B4) 6호선 망원 방면 승강장으로 이동
Move,🚶,B4,이동 (7호선 공릉 방면 승강장으로),Move (7Line  공릉 Bound for 승강장으로),(B4) 7호선 공릉 방면 승강장으로 이동
Move,🚶,B4,이동 (7호선 먹골 방면 승강장으로),Move (7Line  먹골 Bound for 승강장으로),(B4) 7호선 먹골 방면 승강장으로 이동
Move,🚶,B4,이동 (공항철도 서울 방면 승강장으로),Move (공항철도 서울 Bound for 승강장으로),(B4) 공항철도 서울역 방면 승강장으로 이동
Move,🚶,B4,이동 (공항철도 홍대입구 방면 승강장으로),Move (공항철도 홍대입구 Bound for 승강장으로),(B4) 공항철도 홍대입구 방면 승강장으로 이동
Move,🚶,B4,이동 (불광 방면 승강장으로),Move (불광 Bound for 승강장으로),(B4) 불광 방면 승강장으로 이동
Move,🚶,B4,이동 (신분당선 강남 방면 승강장으로),Move (신분당선 강남 Bound for 승강장으로),(B4) 신분당선 강남 방면 승강장으로 이동
Move,🚶,B4,이동 (신분당선 양재시민의숲 방면 승강장으로),Move (신분당선 양재시민의숲 Bound for 승강장으로),(B4) 신분당선 양재시민의숲 방면 승강장으로 이동
Move,🚶,B4,이동 (우이신설선 성신여대입구 방면 승강장으로),Move (우이신설선 성신여대입구 Bound for 승강장으로),(B4) 우이신설선 성신여대입구 방면 승강장으로 이동
Move,🚶,B4,이동 (우이신설선 신설동 방면 승강장으로),Move (우이신설선 신설동 Bound for 승강장으로),(B4) 우이신설선 신설동 방면 승강장으로 이동
Move,🚶,B5,이동 (5호선 마장 방면 승강장으로),Move (5Line  마장 Bound for 승강장으로),(B5) 5호선 마장 방면 승강장으로 이동
Move,🚶,B5,이동 (5호선 행당 방면 승강장으로),Move (5Line  행당 Bound for 승강장으로),(B5) 5호선 행당 방면 승강장으로 이동
Subway Activity,🚉,B5,승차 (능곡방면 승강장),Board (능곡Bound for 승강장),(B5) 능곡방면 승강장 승차
Subway Activity,🚉,B5,승차 (원종방면 승강장),Board (원종Bound for 승강장),(B5) 원종방면 승강장 승차
Move,🚶,B7,이동 (공덕 방면 승강장으로),Move (공덕 Bound for 승강장으로),(B7) 공덕 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (13번 출입구 후 지상으로),Enter Elevator (13번 Exit 후 지상으로),13번 출입구 옆 엘리베이터 탑승 후 지상으로 이동
Move,🚶,,이동 (1F 외부로),Move (1F 외부로),1F 외부로 이동
Subway Activity,🚉,,승차 (1호선 구로 방면 휠체어리프트),Board (1Line  구로 Bound for 휠체어리프트),1호선 구로 방면 휠체어리프트 탑승
Subway Activity,🚉,,승차 (1호선 독산 방면 휠체어리프트),Board (1Line  독산 Bound for 휠체어리프트),1호선 독산 방면 휠체어리프트 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 승강장 방향),Enter Elevator (1Line  승강장 방향),1호선 승강장 방향 엘리베이터 탑승
Subway Activity,🚉,,승차 (2호선 동대문사문화공원 방면 휠체어리프트),Board (2Line  동대문사문화공원 Bound for 휠체어리프트),2호선 동대문역사문화공원 방면 휠체어리프트 탑승
Subway Activity,🚉,,승차 (2호선 상왕십리 방면 휠체어리프트),Board (2Line  상왕십리 Bound for 휠체어리프트),2호선 상왕십리 방면 휠체어리프트 탑승
Subway Activity,🚉,,승차 (3번 출입구 엘레이터),Board (3번 Exit 엘레이터),3번 출입구 옆 엘레이터 탑승
Elevator Activity,🛗,,엘리베이터 하차 (5호선방면 지하4층 대합실),Exit Elevator (5Line Bound for 지하4층 대합실),5호선방면 지하4층 대합실 엘리베이터 하차
Elevator Activity,🛗,,엘리베이터 탑승 (7호선 내방 방면),Enter Elevator (7Line  내방 Bound for),7호선 내방 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (7호선 반포 방면),Enter Elevator (7Line  반포 Bound for),7호선 반포 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (8호선 강동구청 방면),Enter Elevator (8Line  강동구청 Bound for),8호선 강동구청 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (8호선 암사 방면),Enter Elevator (8Line  암사 Bound for),8호선 암사 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (9호선 신반포 방면),Enter Elevator (9Line  신반포 Bound for),9호선  신반포 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (9호선 사평 방면),Enter Elevator (9Line  사평 Bound for),9호선 사평 방면 엘리베이터 탑승
Move,🚶,,이동 (B2 태릉입구 방면 승강장),Move (B2 태릉입구 Bound for 승강장),B2 태릉입구 방면 승강장 이동
Move,🚶,,이동 (B5 2호선 신정네거리 방면 승강장으로),Move (B5 2Line  신정네거리 Bound for 승강장으로),B5 2호선 신정네거리역 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (경사),Enter Elevator (경사),경사 엘리베이터 탑승
Unknown,?,,경의중앙선 승강장 엘리베이터 이용,경의중앙선 승강장 엘리베이터 이용,경의중앙선 승강장 엘리베이터 이용
Gate,🎫,,게이트 통과 (공항철도 대합실 중앙 표 내는 곳),Pass Gate (공항철도 대합실 중앙 표 내는 곳),공항철도 대합실 중앙 표 내는 곳 통과
Elevator Activity,🛗,,엘리베이터 탑승 (교대 방면),Enter Elevator (교대 Bound for),교대 방면 엘리베이터 탑승
Move,🚶,B3,이동 (교대방면 승강장으로),Move (교대Bound for 승강장으로),교대방면 승강장(B3)으로 이동
Move,🚶,,이동 (구산 방면 승강장으로),Move (구산 Bound for 승강장으로),구산 방면 승강장으로 이동
Move,🚶,,이동 (도봉산 방면 승강장으로),Move (도봉산 Bound for 승강장으로),도봉산 방면 승강장으로 이동
Move,🚶,,이동 (동대문방면 승강장),Move (동대문Bound for 승강장),동대문방면 승강장 이동
Move,🚶,,이동 (매봉 방면 승강장으로),Move (매봉 Bound for 승강장으로),매봉 방면 승강장으로 이동
Move,🚶,,이동 (봉화산 방면 승강장),Move (봉화산 Bound for 승강장),봉화산 방면 승강장 이동
Elevator Activity,🛗,,엘리베이터 탑승 (상수 방면),Enter Elevator (상수 Bound for),상수 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (수인분당선 야탑 방면),Enter Elevator (수인분당선 야탑 Bound for),수인분당선 야탑 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (수인분당선 태평 방면),Enter Elevator (수인분당선 태평 Bound for),수인분당선 태평 방면 엘리베이터 탑승
Subway Activity,🚉,,승차 ((휠체어칸),Board ((휠체어칸),승차 (휠체어칸
Elevator Activity,🛗,,엘리베이터 하차 (양평방면 지하5층),Exit Elevator (양평Bound for 지하5층),양평방면 지하5층 엘리베이터 하차
Move,🚶,,이동 (어린이대공원 방면 승강장 방향으로),Move (어린이대공원 Bound for 승강장 방향으로),어린이대공원 방면 승강장 방향으로 이동
Subway Activity,🚉,,승차 (연신내 방면 승강장 (휠체어칸)),Board (연신내 Bound for 승강장 (휠체어칸)),연신내 방면 승강장 이동 승차 (휠체어칸)
Move,🚶,1F,이동 (외부 1호기 로 지상),Move (외부 1호기 로 지상),외부 1호기 엘리베이터로 (1F) 지상 이동
Move,🚶,,이동 (응암 방면 승강장으로),Move (응암 Bound for 승강장으로),응암 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (이태원 방면),Enter Elevator (이태원 Bound for),이태원 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (자양 방면),Enter Elevator (자양 Bound for),자양 방면 엘리베이터 탑승
Move,🚶,B3,이동 (잠원방면 승강장으로),Move (잠원Bound for 승강장으로),잠원방면 승강장(B3)으로 이동
Move,🚶,,이동 (지하 4층 4호선 혜화/동대문사문화공원 방면 승강장),Move (지하 4층 4Line  혜화/동대문사문화공원 Bound for 승강장),지하 4층 4호선 혜화/동대문역사문화공원 방면 승강장 이동
Move,🚶,,이동 (충무로방면 승강장),Move (충무로Bound for 승강장),충무로방면 승강장 이동
Elevator Activity,🛗,,엘리베이터 탑승 (환승 대합실 방향),Enter Elevator (환승 대합실 방향),환승 대합실 방향 엘리베이터 탑승
Elevator Activity,🛗,3,엘리베이터 탑승 (환승통로 3호선 종로3가 지하2층),Enter Elevator (환승통로 3Line  종로3가 지하2층),환승통로 이동 3호선 종로3가(3)역 지하2층 엘리베이터 탑승
Move,🚶,1F,이동 (1호선 독산 방면 승강장으로),Move (1Line  독산 Bound for 승강장으로),(1F) 1호선 독산 방면 승강장으로 이동
Move,🚶,1F,이동 (검암 방면 승강장으로),Move (검암 Bound for 승강장으로),(1F) 검암 방면 승강장으로 이동
Move,🚶,1F,이동 (영종 방면 승강장으로),Move (영종 Bound for 승강장으로),(1F) 영종 방면 승강장으로 이동
Move,🚶,1F,"이동 (지상 경의중앙선 사로 (경의중앙선는 지상 대합실을 2층, 승강장을 1층으로 구분))","Move (지상 경의중앙선 사로 (경의중앙선는 지상 대합실을 2층, 승강장을 1층으로 구분))","(1F) 지상에서 (2F) 경의중앙선 역사로 이동 (경의중앙선에서는 지상 대합실을 2층, 승강장을 1층으로 구분)"
Move,🚶,2F,이동 (1호선 도봉 방면),Move (1Line  도봉 Bound for),(2F) 1호선 도봉 방면 엘리베이터 이동
Elevator Activity,🛗,B1,엘리베이터 탑승 (당산방면),Enter Elevator (당산Bound for),(B1) 당산방면 엘리베이터 탑승
Elevator Activity,🛗,B1,엘리베이터 탑승 (문래방면),Enter Elevator (문래Bound for),(B1) 문래방면 엘리베이터 탑승
Move,🚶,B2,이동 (1호선 남영 방면 승강장으로),Move (1Line  남영 Bound for 승강장으로),(B2) 1호선 남영 방면 승강장으로 이동
Move,🚶,B2,이동 (1호선 시청 방면 승강장으로),Move (1Line  시청 Bound for 승강장으로),(B2) 1호선 시청 방면 승강장으로 이동
Move,🚶,B2,이동 (2호선 동대문사문화공원 방면 승강장으로),Move (2Line  동대문사문화공원 Bound for 승강장으로),(B2) 2호선 동대문역사문화공원 방면 승강장으로 이동
Move,🚶,B2,이동 (8호선 강동구청 방면 승강장으로),Move (8Line  강동구청 Bound for 승강장으로),(B2) 8호선 강동구청 방면 승강장으로 이동
Move,🚶,B2,이동 (8호선 암사 방면 승강장으로),Move (8Line  암사 Bound for 승강장으로),(B2) 8호선 암사 방면 승강장으로 이동
Move,🚶,B2,이동 (수인분당선 야탑 방면 승강장으로),Move (수인분당선 야탑 Bound for 승강장으로),(B2) 수인분당선 야탑 방면 승강장으로 이동
Move,🚶,B2,이동 (수인분당선 태평 방면 승강장으로),Move (수인분당선 태평 Bound for 승강장으로),(B2) 수인분당선 태평 방면 승강장으로 이동
Move,🚶,B2,이동 (자양 방면 승강장으로),Move (자양 Bound for 승강장으로),(B2) 자양 방면 승강장으로 이동
Move,🚶,B3,이동 (3호선 교대 방면 승강장으로),Move (3Line  교대 Bound for 승강장으로),(B3) 3호선 교대 방면 승강장으로 이동
Move,🚶,B3,이동 (3호선 잠원 방면 승강장으로),Move (3Line  잠원 Bound for 승강장으로),(B3) 3호선 잠원 방면 승강장으로 이동
Move,🚶,B3,이동 (6호선 동묘앞 방면 승강장으로),Move (6Line  동묘앞 Bound for 승강장으로),(B3) 6호선 동묘앞 방면 승강장으로 이동
Move,🚶,B3,이동 (6호선 방향 환승통로 통해 6호선 B2 대합실로),Move (6Line  방향 환승통로 통해 6Line  B2 대합실로),(B3) 6호선 방향 환승통로 이동통해 6호선 B2 대합실로 이동
Move,🚶,B3,이동 (7호선 내방 방면 승강장으로),Move (7Line  내방 Bound for 승강장으로),(B3) 7호선 내방 방면 승강장으로 이동
Move,🚶,B3,이동 (7호선 반포 방면 승강장으로),Move (7Line  반포 Bound for 승강장으로),(B3) 7호선 반포 방면 승강장으로 이동
Move,🚶,B3,이동 (7호선 자양 방면 승강장),Move (7Line  자양 Bound for 승강장),(B3) 7호선 자양 방면 승강장 엘리베이터 이동
Move,🚶,B3,이동 (9호선 둔촌오륜 방면 승강장으로),Move (9Line  둔촌오륜 Bound for 승강장으로),(B3) 9호선 둔촌오륜 방면 승강장으로 이동
Move,🚶,B3,이동 (9호선 한성백제 방면 승강장으로),Move (9Line  한성백제 Bound for 승강장으로),(B3) 9호선 한성백제 방면 승강장으로 이동
Move,🚶,B3,이동 (강동 방면 승강장으로),Move (강동 Bound for 승강장으로),(B3) 강동 방면 승강장으로 이동
Move,🚶,B3,이동 (광흥창 방면 승강장으로),Move (광흥창 Bound for 승강장으로),(B3) 광흥창 방면 승강장으로 이동
Move,🚶,B3,이동 (굽은다리 방면 승강장으로),Move (굽은다리 Bound for 승강장으로),(B3) 굽은다리 방면 승강장으로 이동
Move,🚶,B3,이동 (내방 방면 승강장으로),Move (내방 Bound for 승강장으로),(B3) 내방 방면 승강장으로 이동
Move,🚶,B3,이동 (보라매 방면 승강장으로),Move (보라매 Bound for 승강장으로),(B3) 보라매 방면 승강장으로 이동
Move,🚶,B3,이동 (사당 방면 승강장으로),Move (사당 Bound for 승강장으로),(B3) 사당 방면 승강장으로 이동
Move,🚶,B3,이동 (선바위 방면 승강장으로),Move (선바위 Bound for 승강장으로),(B3) 선바위 방면 승강장으로 이동
Move,🚶,B3,이동 (합정 방면 승강장으로),Move (합정 Bound for 승강장으로),(B3) 합정 방면 승강장으로 이동
Move,🚶,B4,이동 (남구로 방면 승강장으로),Move (남구로 Bound for 승강장으로),(B4) 남구로 방면 승강장으로 이동
Move,🚶,B4,이동 (동대문사문화공원 방면 승강장으로),Move (동대문사문화공원 Bound for 승강장으로),(B4) 동대문역사문화공원 방면 승강장으로 이동
Move,🚶,B4,이동 (동대입구 방면 승강장으로),Move (동대입구 Bound for 승강장으로),(B4) 동대입구 방면 승강장으로 이동
Move,🚶,B4,이동 (상수 방면 승강장으로),Move (상수 Bound for 승강장으로),(B4) 상수 방면 승강장으로 이동
Move,🚶,B4,이동 (신금호 방면 승강장으로),Move (신금호 Bound for 승강장으로),(B4) 신금호 방면 승강장으로 이동
Move,🚶,B4,이동 (을지로3가 방면 승강장으로),Move (을지로3가 Bound for 승강장으로),(B4) 을지로3가 방면 승강장으로 이동
Move,🚶,B4,이동 (이태원 방면 승강장으로),Move (이태원 Bound for 승강장으로),(B4) 이태원 방면 승강장으로 이동
Move,🚶,B4,이동 (철산 방면 승강장으로),Move (철산 Bound for 승강장으로),(B4) 철산 방면 승강장으로 이동
